"Time","Fuel system status: Fuel system A","Fuel system status: Fuel system B","Calculated engine load [%]","Engine Coolant Temperature [°C]","Short Term Fuel Trim - Bank 1 [%]","Long Term Fuel Trim - Bank 1 [%]","Intake Manifold Absolute Pressure [kPa]","Engine RPM [RPM]","Vehicle Speed Sensor [km/h]","Ignition Timing Advance for #1 Cylinder","Intake Air Temperature [°C]","Absolute Throttle Position [%]","OBD requirements to which vehicle is certified","Distance Traveled While MIL is Activated [km]","Fuel consumption [l/100km]","Battery voltage [V]"
14:10:35.371,,,,,,,,,,,,,,,,
14:10:35.674,,,,"94",,,,"896","0",,"48",,,,,
14:10:35.836,,,,,,,,,,,,,,,,
14:10:35.998,,,,,,,,,,,,,,,,
14:10:36.160,,,,,,,,,,,,,,,,
14:10:36.963,,,,,,,,,,,,,,,,
14:10:37.307,,,,,,,,,,,,,,,,
14:10:38.119,,,,,,,,,,,,,,,,
14:10:38.119,,,,,,,,,,,,,,,,
14:10:38.312,,,,,,,,,,,,,,,,
14:10:38.505,,,,"95",,,,"896","0",,"48",,,,,
14:10:38.794,,,,,,,,,,,,,,,,
14:10:38.970,,,,,,,,,,,,,,,,
14:10:39.134,,,,,,,,,,,,,,,,
14:10:39.308,,,,"95",,,,"898","0",,"48",,,,,
14:10:39.470,,,,"95",,,,"898","0",,"48",,,,,
14:10:39.742,,,,,,,,,,,,,,,,
14:10:39.934,,,,"95",,,,"898","0",,"48",,,,,
14:10:40.110,,,,,,,,,,,,,,,,
14:10:40.273,,,,,,,,,,,,,,,,
14:10:40.434,,,,,,,,,,,,,,,,
14:10:40.952,,,,,,,,,,,,,,,,
14:10:41.195,,,,,,,,,,,,,,,,
14:10:41.480,,,,,,,,,,,,,,,,
14:10:41.480,,,,,,,,,,,,,,,,
14:10:41.559,,,,,,,,,,,,,,,,
14:10:41.630,,,,"95",,,,"898","0",,"48",,,,,
14:10:41.696,,,,,,,,,,,,,,,,
14:10:41.768,,,,,,,,,,,,,,,,
14:10:41.847,,,,,,,,,,,,,,,,
14:10:41.907,,,,"95",,,,"905","0",,"48",,,,,
14:10:41.980,,,,"95",,,,"905","0",,"48",,,,,
14:10:42.049,,,,,,,,,,,,,,,,
14:10:42.120,,,,"95",,,,"905","0",,"48",,,,,
14:10:42.192,,,,,,,,,,,,,,,,
14:10:42.260,,,,,,,,,,,,,,,,
14:10:42.330,,,,,,,,,,,,,,,,
14:10:42.613,,,,,,,,,,,,,,,,
14:10:42.857,,,,,,,,,,,,,,,,
14:10:43.150,,,,,,,,,,,,,,,,
14:10:43.150,,,,,,,,,,,,,,,,
14:10:43.222,,,,,,,,,,,,,,,,
14:10:43.287,,,,"96",,,,"905","0",,"48",,,,,
14:10:43.366,,,,,,,,,,,,,,,,
14:10:43.431,,,,,,,,,,,,,,,,
14:10:43.492,,,,,,,,,,,,,,,,
14:10:43.570,,,,"96",,,,"892","0",,"48",,,,,
14:10:43.646,,,,"96",,,,"892","0",,"48",,,,,
14:10:43.710,,,,,,,,,,,,,,,,
14:10:43.784,,,,"96",,,,"892","0",,"48",,,,,
14:10:43.851,,,,,,,,,,,,,,,,
14:10:43.915,,,,,,,,,,,,,,,,
14:10:43.985,,,,,,,,,,,,,,,,
14:10:44.268,,,,,,,,,,,,,,,,
14:10:44.510,,,,,,,,,,,,,,,,
14:10:44.811,,,,,,,,,,,,,,,,
14:10:44.811,,,,,,,,,,,,,,,,
14:10:44.887,,,,,,,,,,,,,,,,
14:10:44.951,,,,"96",,,,"892","0",,"48",,,,,
14:10:45.020,,,,,,,,,,,,,,,,
14:10:45.098,,,,,,,,,,,,,,,,
14:10:45.175,,,,,,,,,,,,,,,,
14:10:45.238,,,,"96",,,,"900","0",,"48",,,,,
14:10:45.312,,,,"96",,,,"900","0",,"48",,,,,
14:10:45.377,,,,,,,,,,,,,,,,
14:10:45.456,,,,"96",,,,"900","0",,"48",,,,,
14:10:45.528,,,,,,,,,,,,,,,,
14:10:45.601,,,,,,,,,,,,,,,,
14:10:45.665,,,,,,,,,,,,,,,,
14:10:45.957,,,,,,,,,,,,,,,,
14:10:46.205,,,,,,,,,,,,,,,,
14:10:46.563,,,,,,,,,,,,,,,,
14:10:46.563,,,,,,,,,,,,,,,,
14:10:46.628,,,,,,,,,,,,,,,,
14:10:46.696,,,,"96",,,,"900","0",,"48",,,,,
14:10:46.768,,,,,,,,,,,,,,,,
14:10:46.840,,,,,,,,,,,,,,,,
14:10:46.911,,,,,,,,,,,,,,,,
14:10:46.984,,,,"96",,,,"898","0",,"48",,,,,
14:10:47.049,,,,"96",,,,"898","0",,"48",,,,,
14:10:47.121,,,,,,,,,,,,,,,,
14:10:47.185,,,,"96",,,,"898","0",,"48",,,,,
14:10:47.248,,,,,,,,,,,,,,,,
14:10:47.319,,,,,,,,,,,,,,,,
14:10:47.399,,,,,,,,,,,,,,,,
14:10:47.793,,,,,,,,,,,,,,,,
14:10:48.054,,,,,,,,,,,,,,,,
14:10:48.835,,,,,,,,,,,,,,,,
14:10:48.835,,,,,,,,,,,,,,,,
14:10:48.998,,,,,,,,,,,,,,,,
14:10:49.173,,,,"96",,,,"898","0",,"48",,,,,
14:10:49.335,,,,,,,,,,,,,,,,
14:10:49.601,,,,,,,,,,,,,,,,
14:10:49.807,,,,,,,,,,,,,,,,
14:10:49.969,,,,"96",,,,"897","0",,"48",,,,,
14:10:50.133,,,,"96",,,,"897","0",,"48",,,,,
14:10:50.296,,,,,,,,,,,,,,,,
14:10:50.567,,,,"96",,,,"897","0",,"48",,,,,
14:10:50.766,,,,,,,,,,,,,,,,
14:10:50.919,,,,,,,,,,,,,,,,
14:10:51.121,,,,,,,,,,,,,,,,
14:10:51.969,,,,,,,,,,,,,,,,
14:10:52.310,,,,,,,,,,,,,,,,
14:10:53.110,,,,,,,,,,,,,,,,
14:10:53.110,,,,,,,,,,,,,,,,
14:10:53.271,,,,,,,,,,,,,,,,
14:10:53.433,,,,"96",,,,"897","0",,"48",,,,,
14:10:53.704,,,,,,,,,,,,,,,,
14:10:53.792,,,,,,,,,,,,,,,,
14:10:53.857,,,,,,,,,,,,,,,,
14:10:53.929,,,,"96",,,,"1543","0",,"48",,,,,
14:10:54.000,,,,"96",,,,"1543","0",,"48",,,,,
14:10:54.079,,,,,,,,,,,,,,,,
14:10:54.152,,,,"96",,,,"1543","0",,"48",,,,,
14:10:54.217,,,,,,,,,,,,,,,,
14:10:54.289,,,,,,,,,,,,,,,,
14:10:54.354,,,,,,,,,,,,,,,,
14:10:54.628,,,,,,,,,,,,,,,,
14:10:54.887,,,,,,,,,,,,,,,,
14:10:55.160,,,,,,,,,,,,,,,,
14:10:55.160,,,,,,,,,,,,,,,,
14:10:55.233,,,,,,,,,,,,,,,,
14:10:55.309,,,,"95",,,,"1543","0",,"48",,,,,
14:10:55.381,,,,,,,,,,,,,,,,
14:10:55.452,,,,,,,,,,,,,,,,
14:10:55.525,,,,,,,,,,,,,,,,
14:10:55.590,,,,"95",,,,"2368","0",,"48",,,,,
14:10:55.668,,,,"95",,,,"2368","14",,"48",,,,,
14:10:55.737,,,,,,,,,,,,,,,,
14:10:55.809,,,,"95",,,,"2368","14",,"48",,,,,
14:10:55.888,,,,,,,,,,,,,,,,
14:10:55.952,,,,,,,,,,,,,,,,
14:10:56.032,,,,,,,,,,,,,,,,
14:10:56.312,,,,,,,,,,,,,,,,
14:10:56.556,,,,,,,,,,,,,,,,
14:10:56.843,,,,,,,,,,,,,,,,
14:10:56.843,,,,,,,,,,,,,,,,
14:10:56.913,,,,,,,,,,,,,,,,
14:10:56.984,,,,"95",,,,"2368","14",,"48",,,,,
14:10:57.051,,,,,,,,,,,,,,,,
14:10:57.114,,,,,,,,,,,,,,,,
14:10:57.176,,,,,,,,,,,,,,,,
14:10:57.255,,,,"95",,,,"1151","14",,"48",,,,,
14:10:57.321,,,,"95",,,,"1151","14",,"48",,,,,
14:10:57.399,,,,,,,,,,,,,,,,
14:10:57.465,,,,"95",,,,"1151","14",,"48",,,,,
14:10:57.537,,,,,,,,,,,,,,,,
14:10:57.619,,,,,,,,,,,,,,,,
14:10:57.681,,,,,,,,,,,,,,,,
14:10:57.965,,,,,,,,,,,,,,,,
14:10:58.208,,,,,,,,,,,,,,,,
14:10:58.511,,,,,,,,,,,,,,,,
14:10:58.511,,,,,,,,,,,,,,,,
14:10:58.584,,,,,,,,,,,,,,,,
14:10:58.661,,,,"94",,,,"1151","14",,"48",,,,,
14:10:58.733,,,,,,,,,,,,,,,,
14:10:58.809,,,,,,,,,,,,,,,,
14:10:58.873,,,,,,,,,,,,,,,,
14:10:58.946,,,,"94",,,,"984","14",,"48",,,,,
14:10:59.020,,,,"94",,,,"984","10",,"48",,,,,
14:10:59.092,,,,,,,,,,,,,,,,
14:10:59.152,,,,"94",,,,"984","10",,"48",,,,,
14:10:59.225,,,,,,,,,,,,,,,,
14:10:59.296,,,,,,,,,,,,,,,,
14:10:59.375,,,,,,,,,,,,,,,,
14:10:59.653,,,,,,,,,,,,,,,,
14:10:59.900,,,,,,,,,,,,,,,,
14:11:00.281,,,,,,,,,,,,,,,,
14:11:00.281,,,,,,,,,,,,,,,,
14:11:00.347,,,,,,,,,,,,,,,,
14:11:00.435,,,,"93",,,,"984","10",,"48",,,,,
14:11:00.500,,,,,,,,,,,,,,,,
14:11:00.572,,,,,,,,,,,,,,,,
14:11:00.769,,,,,,,,,,,,,,,,
14:11:00.992,,,,"93",,,,"1014","10",,"48",,,,,
14:11:01.181,,,,"93",,,,"1014","6",,"48",,,,,
14:11:01.369,,,,,,,,,,,,,,,,
14:11:01.642,,,,"93",,,,"1014","6",,"48",,,,,
14:11:01.834,,,,,,,,,,,,,,,,
14:11:02.010,,,,,,,,,,,,,,,,
14:11:02.172,,,,,,,,,,,,,,,,
14:11:02.934,,,,,,,,,,,,,,,,
14:11:03.429,,,,,,,,,,,,,,,,
14:11:04.266,,,,,,,,,,,,,,,,
14:11:04.266,,,,,,,,,,,,,,,,
14:11:04.467,,,,,,,,,,,,,,,,
14:11:04.728,,,,"92",,,,"1014","6",,"48",,,,,
14:11:04.920,,,,,,,,,,,,,,,,
14:11:05.094,,,,,,,,,,,,,,,,
14:11:05.256,,,,,,,,,,,,,,,,
14:11:05.432,,,,"92",,,,"2236","6",,"48",,,,,
14:11:05.735,,,,"92",,,,"2236","15",,"48",,,,,
14:11:05.897,,,,,,,,,,,,,,,,
14:11:06.003,,,,"92",,,,"2236","15",,"48",,,,,
14:11:06.165,,,,,,,,,,,,,,,,
14:11:06.327,,,,,,,,,,,,,,,,
14:11:06.596,,,,,,,,,,,,,,,,
14:11:06.901,,,,,,,,,,,,,,,,
14:11:07.144,,,,,,,,,,,,,,,,
14:11:07.437,,,,,,,,,,,,,,,,
14:11:07.437,,,,,,,,,,,,,,,,
14:11:07.508,,,,,,,,,,,,,,,,
14:11:07.574,,,,"92",,,,"2236","15",,"48",,,,,
14:11:07.653,,,,,,,,,,,,,,,,
14:11:07.742,,,,,,,,,,,,,,,,
14:11:07.792,,,,,,,,,,,,,,,,
14:11:07.872,,,,"92",,,,"1870","15",,"48",,,,,
14:11:07.926,,,,"92",,,,"1870","20",,"48",,,,,
14:11:07.998,,,,,,,,,,,,,,,,
14:11:08.073,,,,"92",,,,"1870","20",,"48",,,,,
14:11:08.137,,,,,,,,,,,,,,,,
14:11:08.225,,,,,,,,,,,,,,,,
14:11:08.279,,,,,,,,,,,,,,,,
14:11:08.568,,,,,,,,,,,,,,,,
14:11:08.808,,,,,,,,,,,,,,,,
14:11:09.311,,,,,,,,,,,,,,,,
14:11:09.311,,,,,,,,,,,,,,,,
14:11:09.398,,,,,,,,,,,,,,,,
14:11:09.462,,,,"91",,,,"1870","20",,"48",,,,,
14:11:09.533,,,,,,,,,,,,,,,,
14:11:09.605,,,,,,,,,,,,,,,,
14:11:09.677,,,,,,,,,,,,,,,,
14:11:09.750,,,,"91",,,,"1569","20",,"48",,,,,
14:11:09.822,,,,"91",,,,"1569","16",,"48",,,,,
14:11:09.897,,,,,,,,,,,,,,,,
14:11:09.972,,,,"91",,,,"1569","16",,"48",,,,,
14:11:10.049,,,,,,,,,,,,,,,,
14:11:10.110,,,,,,,,,,,,,,,,
14:11:10.176,,,,,,,,,,,,,,,,
14:11:10.478,,,,,,,,,,,,,,,,
14:11:10.722,,,,,,,,,,,,,,,,
14:11:10.994,,,,,,,,,,,,,,,,
14:11:10.994,,,,,,,,,,,,,,,,
14:11:11.067,,,,,,,,,,,,,,,,
14:11:11.131,,,,"91",,,,"1569","16",,"48",,,,,
14:11:11.204,,,,,,,,,,,,,,,,
14:11:11.273,,,,,,,,,,,,,,,,
14:11:11.362,,,,,,,,,,,,,,,,
14:11:11.406,,,,"91",,,,"1108","16",,"48",,,,,
14:11:11.484,,,,"91",,,,"1108","12",,"48",,,,,
14:11:11.549,,,,,,,,,,,,,,,,
14:11:11.621,,,,"91",,,,"1108","12",,"48",,,,,
14:11:11.693,,,,,,,,,,,,,,,,
14:11:11.767,,,,,,,,,,,,,,,,
14:11:11.832,,,,,,,,,,,,,,,,
14:11:12.116,,,,,,,,,,,,,,,,
14:11:12.352,,,,,,,,,,,,,,,,
14:11:12.647,,,,,,,,,,,,,,,,
14:11:12.647,,,,,,,,,,,,,,,,
14:11:12.721,,,,,,,,,,,,,,,,
14:11:12.785,,,,"90",,,,"1108","12",,"48",,,,,
14:11:12.859,,,,,,,,,,,,,,,,
14:11:12.931,,,,,,,,,,,,,,,,
14:11:12.999,,,,,,,,,,,,,,,,
14:11:13.064,,,,"90",,,,"1581","12",,"48",,,,,
14:11:13.170,,,,"90",,,,"1581","16",,"48",,,,,
14:11:13.216,,,,,,,,,,,,,,,,
14:11:13.288,,,,"90",,,,"1581","16",,"48",,,,,
14:11:13.360,,,,,,,,,,,,,,,,
14:11:13.434,,,,,,,,,,,,,,,,
14:11:13.537,,,,,,,,,,,,,,,,
14:11:14.159,,,,,,,,,,,,,,,,
14:11:14.552,,,,,,,,,,,,,,,,
14:11:15.349,,,,,,,,,,,,,,,,
14:11:15.349,,,,,,,,,,,,,,,,
14:11:15.509,,,,,,,,,,,,,,,,
14:11:15.780,,,,"90",,,,"1581","16",,"48",,,,,
14:11:15.974,,,,,,,,,,,,,,,,
14:11:16.121,,,,,,,,,,,,,,,,
14:11:16.297,,,,,,,,,,,,,,,,
14:11:16.404,,,,"90",,,,"1660","16",,"48",,,,,
14:11:16.681,,,,"90",,,,"1660","22",,"48",,,,,
14:11:16.868,,,,,,,,,,,,,,,,
14:11:17.059,,,,"90",,,,"1660","22",,"49",,,,,
14:11:17.251,,,,,,,,,,,,,,,,
14:11:17.445,,,,,,,,,,,,,,,,
14:11:17.719,,,,,,,,,,,,,,,,
14:11:18.424,,,,,,,,,,,,,,,,
14:11:18.761,,,,,,,,,,,,,,,,
14:11:19.586,,,,,,,,,,,,,,,,
14:11:19.586,,,,,,,,,,,,,,,,
14:11:19.654,,,,,,,,,,,,,,,,
14:11:19.727,,,,"90",,,,"1660","22",,"49",,,,,
14:11:19.794,,,,,,,,,,,,,,,,
14:11:19.864,,,,,,,,,,,,,,,,
14:11:19.935,,,,,,,,,,,,,,,,
14:11:20.045,,,,"90",,,,"1188","22",,"49",,,,,
14:11:20.075,,,,"90",,,,"1188","19",,"49",,,,,
14:11:20.144,,,,,,,,,,,,,,,,
14:11:20.215,,,,"90",,,,"1188","19",,"49",,,,,
14:11:20.317,,,,,,,,,,,,,,,,
14:11:20.358,,,,,,,,,,,,,,,,
14:11:20.429,,,,,,,,,,,,,,,,
14:11:20.707,,,,,,,,,,,,,,,,
14:11:20.955,,,,,,,,,,,,,,,,
14:11:21.373,,,,,,,,,,,,,,,,
14:11:21.373,,,,,,,,,,,,,,,,
14:11:21.447,,,,,,,,,,,,,,,,
14:11:21.519,,,,"91",,,,"1188","19",,"49",,,,,
14:11:21.587,,,,,,,,,,,,,,,,
14:11:21.658,,,,,,,,,,,,,,,,
14:11:21.731,,,,,,,,,,,,,,,,
14:11:21.802,,,,"91",,,,"1368","19",,"49",,,,,
14:11:21.874,,,,"91",,,,"1368","22",,"49",,,,,
14:11:21.946,,,,,,,,,,,,,,,,
14:11:22.015,,,,"91",,,,"1368","22",,"49",,,,,
14:11:22.090,,,,,,,,,,,,,,,,
14:11:22.202,,,,,,,,,,,,,,,,
14:11:22.223,,,,,,,,,,,,,,,,
14:11:22.502,,,,,,,,,,,,,,,,
14:11:22.748,,,,,,,,,,,,,,,,
14:11:23.036,,,,,,,,,,,,,,,,
14:11:23.036,,,,,,,,,,,,,,,,
14:11:23.102,,,,,,,,,,,,,,,,
14:11:23.174,,,,"91",,,,"1368","22",,"49",,,,,
14:11:23.253,,,,,,,,,,,,,,,,
14:11:23.311,,,,,,,,,,,,,,,,
14:11:23.439,,,,,,,,,,,,,,,,
14:11:23.455,,,,"91",,,,"1584","22",,"49",,,,,
14:11:23.520,,,,"91",,,,"1584","25",,"49",,,,,
14:11:23.604,,,,,,,,,,,,,,,,
14:11:23.664,,,,"91",,,,"1584","25",,"49",,,,,
14:11:23.737,,,,,,,,,,,,,,,,
14:11:23.804,,,,,,,,,,,,,,,,
14:11:23.902,,,,,,,,,,,,,,,,
14:11:24.157,,,,,,,,,,,,,,,,
14:11:24.405,,,,,,,,,,,,,,,,
14:11:24.674,,,,,,,,,,,,,,,,
14:11:24.674,,,,,,,,,,,,,,,,
14:11:24.746,,,,,,,,,,,,,,,,
14:11:24.812,,,,"91",,,,"1584","25",,"49",,,,,
14:11:24.891,,,,,,,,,,,,,,,,
14:11:24.959,,,,,,,,,,,,,,,,
14:11:25.038,,,,,,,,,,,,,,,,
14:11:25.102,,,,"91",,,,"1864","25",,"49",,,,,
14:11:25.177,,,,"91",,,,"1864","30",,"49",,,,,
14:11:25.250,,,,,,,,,,,,,,,,
14:11:25.325,,,,"91",,,,"1864","30",,"49",,,,,
14:11:25.391,,,,,,,,,,,,,,,,
14:11:25.459,,,,,,,,,,,,,,,,
14:11:25.537,,,,,,,,,,,,,,,,
14:11:25.811,,,,,,,,,,,,,,,,
14:11:26.055,,,,,,,,,,,,,,,,
14:11:26.345,,,,,,,,,,,,,,,,
14:11:26.345,,,,,,,,,,,,,,,,
14:11:26.414,,,,,,,,,,,,,,,,
14:11:26.494,,,,"91",,,,"1864","30",,"49",,,,,
14:11:26.577,,,,,,,,,,,,,,,,
14:11:26.656,,,,,,,,,,,,,,,,
14:11:26.936,,,,,,,,,,,,,,,,
14:11:27.158,,,,"91",,,,"1392","30",,"49",,,,,
14:11:27.346,,,,"91",,,,"1392","31",,"49",,,,,
14:11:27.542,,,,,,,,,,,,,,,,
14:11:27.808,,,,"91",,,,"1392","31",,"49",,,,,
14:11:27.928,,,,,,,,,,,,,,,,
14:11:28.092,,,,,,,,,,,,,,,,
14:11:28.268,,,,,,,,,,,,,,,,
14:11:29.078,,,,,,,,,,,,,,,,
14:11:29.405,,,,,,,,,,,,,,,,
14:11:30.437,,,,,,,,,,,,,,,,
14:11:30.437,,,,,,,,,,,,,,,,
14:11:30.710,,,,,,,,,,,,,,,,
14:11:30.902,,,,"92",,,,"1392","31",,"49",,,,,
14:11:31.064,,,,,,,,,,,,,,,,
14:11:31.225,,,,,,,,,,,,,,,,
14:11:31.409,,,,,,,,,,,,,,,,
14:11:31.669,,,,"92",,,,"1414","31",,"49",,,,,
14:11:31.866,,,,"92",,,,"1414","31",,"49",,,,,
14:11:32.035,,,,,,,,,,,,,,,,
14:11:32.205,,,,"92",,,,"1414","31",,"49",,,,,
14:11:32.366,,,,,,,,,,,,,,,,
14:11:32.633,,,,,,,,,,,,,,,,
14:11:32.709,,,,,,,,,,,,,,,,
14:11:32.998,,,,,,,,,,,,,,,,
14:11:33.246,,,,,,,,,,,,,,,,
14:11:33.525,,,,,,,,,,,,,,,,
14:11:33.525,,,,,,,,,,,,,,,,
14:11:33.597,,,,,,,,,,,,,,,,
14:11:33.665,,,,"92",,,,"1414","31",,"49",,,,,
14:11:33.759,,,,,,,,,,,,,,,,
14:11:33.804,,,,,,,,,,,,,,,,
14:11:33.875,,,,,,,,,,,,,,,,
14:11:33.957,,,,"92",,,,"1231","31",,"49",,,,,
14:11:34.060,,,,"92",,,,"1231","27",,"49",,,,,
14:11:34.088,,,,,,,,,,,,,,,,
14:11:34.154,,,,"92",,,,"1231","27",,"49",,,,,
14:11:34.227,,,,,,,,,,,,,,,,
14:11:34.299,,,,,,,,,,,,,,,,
14:11:34.361,,,,,,,,,,,,,,,,
14:11:34.655,,,,,,,,,,,,,,,,
14:11:34.898,,,,,,,,,,,,,,,,
14:11:35.219,,,,,,,,,,,,,,,,
14:11:35.219,,,,,,,,,,,,,,,,
14:11:35.284,,,,,,,,,,,,,,,,
14:11:35.349,,,,"92",,,,"1231","27",,"49",,,,,
14:11:35.421,,,,,,,,,,,,,,,,
14:11:35.487,,,,,,,,,,,,,,,,
14:11:35.552,,,,,,,,,,,,,,,,
14:11:35.631,,,,"92",,,,"1351","27",,"49",,,,,
14:11:35.703,,,,"92",,,,"1351","30",,"49",,,,,
14:11:35.775,,,,,,,,,,,,,,,,
14:11:35.863,,,,"92",,,,"1351","30",,"49",,,,,
14:11:35.911,,,,,,,,,,,,,,,,
14:11:35.992,,,,,,,,,,,,,,,,
14:11:36.062,,,,,,,,,,,,,,,,
14:11:36.344,,,,,,,,,,,,,,,,
14:11:36.591,,,,,,,,,,,,,,,,
14:11:36.932,,,,,,,,,,,,,,,,
14:11:36.932,,,,,,,,,,,,,,,,
14:11:37.004,,,,,,,,,,,,,,,,
14:11:37.069,,,,"93",,,,"1351","30",,"49",,,,,
14:11:37.143,,,,,,,,,,,,,,,,
14:11:37.222,,,,,,,,,,,,,,,,
14:11:37.294,,,,,,,,,,,,,,,,
14:11:37.361,,,,"93",,,,"1476","30",,"49",,,,,
14:11:37.431,,,,"93",,,,"1476","33",,"49",,,,,
14:11:37.511,,,,,,,,,,,,,,,,
14:11:37.589,,,,"93",,,,"1476","33",,"49",,,,,
14:11:37.656,,,,,,,,,,,,,,,,
14:11:37.736,,,,,,,,,,,,,,,,
14:11:37.807,,,,,,,,,,,,,,,,
14:11:38.095,,,,,,,,,,,,,,,,
14:11:38.338,,,,,,,,,,,,,,,,
14:11:38.618,,,,,,,,,,,,,,,,
14:11:38.618,,,,,,,,,,,,,,,,
14:11:38.680,,,,,,,,,,,,,,,,
14:11:38.751,,,,"93",,,,"1476","33",,"49",,,,,
14:11:38.834,,,,,,,,,,,,,,,,
14:11:38.903,,,,,,,,,,,,,,,,
14:11:38.975,,,,,,,,,,,,,,,,
14:11:39.044,,,,"93",,,,"1438","33",,"49",,,,,
14:11:39.116,,,,"93",,,,"1438","32",,"49",,,,,
14:11:39.188,,,,,,,,,,,,,,,,
14:11:39.259,,,,"93",,,,"1438","32",,"49",,,,,
14:11:39.340,,,,,,,,,,,,,,,,
14:11:39.411,,,,,,,,,,,,,,,,
14:11:39.472,,,,,,,,,,,,,,,,
14:11:39.981,,,,,,,,,,,,,,,,
14:11:40.219,,,,,,,,,,,,,,,,
14:11:40.922,,,,,,,,,,,,,,,,
14:11:40.922,,,,,,,,,,,,,,,,
14:11:41.098,,,,,,,,,,,,,,,,
14:11:41.275,,,,"93",,,,"1438","32",,"49",,,,,
14:11:41.437,,,,,,,,,,,,,,,,
14:11:41.725,,,,,,,,,,,,,,,,
14:11:41.901,,,,,,,,,,,,,,,,
14:11:42.063,,,,"93",,,,"987","32",,"49",,,,,
14:11:42.239,,,,"93",,,,"987","23",,"49",,,,,
14:11:42.401,,,,,,,,,,,,,,,,
14:11:42.672,,,,"93",,,,"987","23",,"49",,,,,
14:11:42.866,,,,,,,,,,,,,,,,
14:11:43.091,,,,,,,,,,,,,,,,
14:11:43.253,,,,,,,,,,,,,,,,
14:11:44.077,,,,,,,,,,,,,,,,
14:11:44.411,,,,,,,,,,,,,,,,
14:11:45.211,,,,,,,,,,,,,,,,
14:11:45.211,,,,,,,,,,,,,,,,
14:11:45.373,,,,,,,,,,,,,,,,
14:11:45.645,,,,"94",,,,"987","23",,"49",,,,,
14:11:45.727,,,,,,,,,,,,,,,,
14:11:45.803,,,,,,,,,,,,,,,,
14:11:45.869,,,,,,,,,,,,,,,,
14:11:45.947,,,,"94",,,,"986","23",,"49",,,,,
14:11:46.021,,,,"94",,,,"986","7",,"49",,,,,
14:11:46.086,,,,,,,,,,,,,,,,
14:11:46.157,,,,"94",,,,"986","7",,"50",,,,,
14:11:46.230,,,,,,,,,,,,,,,,
14:11:46.300,,,,,,,,,,,,,,,,
14:11:46.380,,,,,,,,,,,,,,,,
14:11:46.639,,,,,,,,,,,,,,,,
14:11:46.897,,,,,,,,,,,,,,,,
14:11:47.185,,,,,,,,,,,,,,,,
14:11:47.185,,,,,,,,,,,,,,,,
14:11:47.256,,,,,,,,,,,,,,,,
14:11:47.330,,,,"94",,,,"986","7",,"50",,,,,
14:11:47.396,,,,,,,,,,,,,,,,
14:11:47.465,,,,,,,,,,,,,,,,
14:11:47.537,,,,,,,,,,,,,,,,
14:11:47.609,,,,"94",,,,"988","7",,"50",,,,,
14:11:47.680,,,,"94",,,,"988","4",,"50",,,,,
14:11:47.753,,,,,,,,,,,,,,,,
14:11:47.817,,,,"94",,,,"988","4",,"50",,,,,
14:11:47.888,,,,,,,,,,,,,,,,
14:11:47.962,,,,,,,,,,,,,,,,
14:11:48.028,,,,,,,,,,,,,,,,
14:11:48.315,,,,,,,,,,,,,,,,
14:11:48.580,,,,,,,,,,,,,,,,
14:11:48.856,,,,,,,,,,,,,,,,
14:11:48.857,,,,,,,,,,,,,,,,
14:11:48.923,,,,,,,,,,,,,,,,
14:11:49.001,,,,"94",,,,"988","4",,"50",,,,,
14:11:49.072,,,,,,,,,,,,,,,,
14:11:49.144,,,,,,,,,,,,,,,,
14:11:49.216,,,,,,,,,,,,,,,,
14:11:49.284,,,,"94",,,,"998","4",,"50",,,,,
14:11:49.363,,,,"94",,,,"998","0",,"50",,,,,
14:11:49.432,,,,,,,,,,,,,,,,
14:11:49.507,,,,"94",,,,"998","0",,"50",,,,,
14:11:49.584,,,,,,,,,,,,,,,,
14:11:49.658,,,,,,,,,,,,,,,,
14:11:49.724,,,,,,,,,,,,,,,,
14:11:50.004,,,,,,,,,,,,,,,,
14:11:50.247,,,,,,,,,,,,,,,,
14:11:50.649,,,,,,,,,,,,,,,,
14:11:50.649,,,,,,,,,,,,,,,,
14:11:50.721,,,,,,,,,,,,,,,,
14:11:50.781,,,,"95",,,,"998","0",,"50",,,,,
14:11:50.853,,,,,,,,,,,,,,,,
14:11:50.918,,,,,,,,,,,,,,,,
14:11:50.990,,,,,,,,,,,,,,,,
14:11:51.055,,,,"95",,,,"913","0",,"50",,,,,
14:11:51.130,,,,"95",,,,"913","0",,"50",,,,,
14:11:51.198,,,,,,,,,,,,,,,,
14:11:51.268,,,,"95",,,,"913","0",,"50",,,,,
14:11:51.342,,,,,,,,,,,,,,,,
14:11:51.410,,,,,,,,,,,,,,,,
14:11:51.481,,,,,,,,,,,,,,,,
14:11:51.764,,,,,,,,,,,,,,,,
14:11:52.010,,,,,,,,,,,,,,,,
14:11:52.295,,,,,,,,,,,,,,,,
14:11:52.295,,,,,,,,,,,,,,,,
14:11:52.369,,,,,,,,,,,,,,,,
14:11:52.440,,,,"95",,,,"913","0",,"50",,,,,
14:11:52.508,,,,,,,,,,,,,,,,
14:11:52.573,,,,,,,,,,,,,,,,
14:11:52.642,,,,,,,,,,,,,,,,
14:11:52.938,,,,"95",,,,"907","0",,"50",,,,,
14:11:53.160,,,,"95",,,,"907","0",,"50",,,,,
14:11:53.354,,,,,,,,,,,,,,,,
14:11:53.555,,,,"95",,,,"907","0",,"50",,,,,
